[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.30189155 0.08234552],[0.80933165 0.57957125],[0.30933165 0.57957125],
[0.81677175 0.07679697],[0.31677175 0.07679697],[0.82421185 0.5740227 ],
[0.32421185 0.5740227 ],[0.83165195 0.07124842],[0.33165195 0.07124842],
[0.83909206 0.56847415],[0.33909206 0.56847415],[0.84653216 0.06569987],
[0.34653216 0.06569987],[0.85397226 0.5629256 ],[0.35397226 0.5629256 ],
[0.86141236 0.06015132],[0.36141236 0.06015132],[0.86885246 0.55737705],
[0.36885246 0.55737705],[0.87629256 0.05460277],[0.37629256 0.05460277],
[0.88373266 0.5518285 ],[0.38373266 0.5518285 ],[0.89117276 0.04905422],
[0.39117276 0.04905422],[0.89861286 0.54627995],[0.39861286 0.54627995],
[0.90605296 0.04350567],[0.40605296 0.04350567],[0.91349306 0.5407314 ],
[0.41349306 0.5407314 ],[0.92093317 0.03795712],[0.42093317 0.03795712],
[0.92837327 0.53518285],[0.42837327 0.53518285],[0.93581337 0.03240858],
[0.43581337 0.03240858],[0.94325347 0.5296343 ],[0.44325347 0.5296343 ],
[0.95069357 0.02686003],[0.45069357 0.02686003],[0.95813367 0.52408575],
[0.45813367 0.52408575],[0.96557377 0.02131148],[0.46557377 0.02131148],
[0.97301387 0.5185372 ],[0.47301387 0.5185372 ],[0.98045397 0.01576293],
[0.48045397 0.01576293],[0.98789407 0.51298865],[0.48789407 0.51298865],
[0.99533417 0.01021438],[0.49533417 0.01021438],[0.00277427 0.5074401 ],
[0.50277427 0.5074401 ],[0.01021438 0.00466583],[0.51021438 0.00466583],
[0.01765448 0.50189155],[0.51765448 0.50189155],[0.02509458 0.99911728],
[0.52509458 0.99911728],[0.03253468 0.496343  ],[0.53253468 0.496343  ],
[0.03997478 0.99356873],[0.53997478 0.99356873],[0.04741488 0.49079445],
[0.54741488 0.49079445],[0.05485498 0.98802018],[0.55485498 0.98802018],
[0.06229508 0.4852459 ],[0.56229508 0.4852459 ],[0.06973518 0.98247163],
[0.56973518 0.98247163],[0.07717528 0.47969735],[0.57717528 0.47969735],
[0.08461538 0.97692308],[0.58461538 0.97692308],[0.09205549 0.4741488 ],
[0.59205549 0.4741488 ],[0.09949559 0.97137453],[0.59949559 0.97137453],
[0.10693569 0.46860025],[0.60693569 0.46860025],[0.11437579 0.96582598],
[0.61437579 0.96582598],[0.12181589 0.4630517 ],[0.62181589 0.4630517 ],
[0.12925599 0.96027743],[0.62925599 0.96027743],[0.13669609 0.45750315],
[0.63669609 0.45750315],[0.14413619 0.95472888],[0.64413619 0.95472888],
[0.15157629 0.4519546 ],[0.65157629 0.4519546 ],[0.15901639 0.94918033],
[0.65901639 0.94918033],[0.16645649 0.44640605],[0.66645649 0.44640605],
[0.1738966  0.94363178],[0.6738966  0.94363178],[0.1813367 0.4408575],
[0.6813367 0.4408575],[0.1887768  0.93808323],[0.6887768  0.93808323],
[0.1962169  0.43530895],[0.6962169  0.43530895],[0.203657   0.93253468],
[0.703657   0.93253468],[0.2110971 0.4297604],[0.7110971 0.4297604],
[0.2185372  0.92698613],[0.7185372  0.92698613],[0.2259773  0.42421185],
[0.7259773  0.42421185],[0.2334174  0.92143758],[0.7334174  0.92143758],
[0.2408575 0.4186633],[0.7408575 0.4186633],[0.2482976  0.91588903],
[0.7482976  0.91588903],[0.2557377  0.41311475],[0.7557377  0.41311475],
[0.26317781 0.91034048],[0.76317781 0.91034048],[0.27061791 0.4075662 ],
[0.77061791 0.4075662 ],[0.27805801 0.90479193],[0.77805801 0.90479193],
[0.28549811 0.40201765],[0.78549811 0.40201765],[0.29293821 0.89924338],
[0.79293821 0.89924338],[0.30037831 0.3964691 ],[0.80037831 0.3964691 ],
[0.30781841 0.89369483],[0.80781841 0.89369483],[0.31525851 0.39092055],
[0.81525851 0.39092055],[0.32269861 0.88814628],[0.82269861 0.88814628],
[0.33013871 0.38537201],[0.83013871 0.38537201],[0.33757881 0.88259773],
[0.83757881 0.88259773],[0.34501892 0.37982346],[0.84501892 0.37982346],
[0.35245902 0.87704918],[0.85245902 0.87704918],[0.35989912 0.37427491],
[0.85989912 0.37427491],[0.36733922 0.87150063],[0.86733922 0.87150063],
[0.37477932 0.36872636],[0.87477932 0.36872636],[0.38221942 0.86595208],
[0.88221942 0.86595208],[0.38965952 0.36317781],[0.88965952 0.36317781],
[0.39709962 0.86040353],[0.89709962 0.86040353],[0.40453972 0.35762926],
[0.90453972 0.35762926],[0.41197982 0.85485498],[0.91197982 0.85485498],
[0.41941992 0.35208071],[0.91941992 0.35208071],[0.42686003 0.84930643],
[0.92686003 0.84930643],[0.43430013 0.34653216],[0.93430013 0.34653216],
[0.44174023 0.84375788],[0.94174023 0.84375788],[0.44918033 0.34098361],
[0.94918033 0.34098361],[0.45662043 0.83820933],[0.95662043 0.83820933],
[0.46406053 0.33543506],[0.96406053 0.33543506],[0.47150063 0.83266078],
[0.97150063 0.83266078],[0.47894073 0.32988651],[0.97894073 0.32988651],
[0.48638083 0.82711223],[0.98638083 0.82711223],[0.49382093 0.32433796],
[0.99382093 0.32433796],[0.50126103 0.82156368],[0.00126103 0.82156368],
[0.50870113 0.31878941],[0.00870113 0.31878941],[0.51614124 0.81601513],
[0.01614124 0.81601513],[0.52358134 0.31324086],[0.02358134 0.31324086],
[0.53102144 0.81046658],[0.03102144 0.81046658],[0.53846154 0.30769231],
[0.03846154 0.30769231],[0.54590164 0.80491803],[0.04590164 0.80491803],
[0.55334174 0.30214376],[0.05334174 0.30214376],[0.56078184 0.79936948],
[0.06078184 0.79936948],[0.56822194 0.29659521],[0.06822194 0.29659521],
[0.57566204 0.79382093],[0.07566204 0.79382093],[0.58310214 0.29104666],
[0.08310214 0.29104666],[0.59054224 0.78827238],[0.09054224 0.78827238],
[0.59798235 0.28549811],[0.09798235 0.28549811],[0.60542245 0.78272383],
[0.10542245 0.78272383],[0.61286255 0.27994956],[0.11286255 0.27994956],
[0.62030265 0.77717528],[0.12030265 0.77717528],[0.62774275 0.27440101],
[0.12774275 0.27440101],[0.63518285 0.77162673],[0.13518285 0.77162673],
[0.64262295 0.26885246],[0.14262295 0.26885246],[0.65006305 0.76607818],
[0.15006305 0.76607818],[0.65750315 0.26330391],[0.15750315 0.26330391],
[0.66494325 0.76052963],[0.16494325 0.76052963],[0.67238335 0.25775536],
[0.17238335 0.25775536],[0.67982346 0.75498108],[0.17982346 0.75498108],
[0.68726356 0.25220681],[0.18726356 0.25220681],[0.69470366 0.74943253],
[0.19470366 0.74943253],[0.70214376 0.24665826],[0.20214376 0.24665826],
[0.70958386 0.74388398],[0.20958386 0.74388398],[0.71702396 0.24110971],
[0.21702396 0.24110971],[0.72446406 0.73833544],[0.22446406 0.73833544],
[0.73190416 0.23556116],[0.23190416 0.23556116],[0.73934426 0.73278689],
[0.23934426 0.73278689],[0.74678436 0.23001261],[0.24678436 0.23001261],
[0.75422446 0.72723834],[0.25422446 0.72723834],[0.76166456 0.22446406],
[0.26166456 0.22446406],[0.76910467 0.72168979],[0.26910467 0.72168979],
[0.77654477 0.21891551],[0.27654477 0.21891551],[0.78398487 0.71614124],
[0.28398487 0.71614124],[0.79142497 0.21336696],[0.29142497 0.21336696],
[0.79886507 0.71059269],[0.29886507 0.71059269],[0.80630517 0.20781841],
[0.30630517 0.20781841],[0.81374527 0.70504414],[0.31374527 0.70504414],
[0.82118537 0.20226986],[0.32118537 0.20226986],[0.82862547 0.69949559],
[0.32862547 0.69949559],[0.83606557 0.19672131],[0.33606557 0.19672131],
[0.84350567 0.69394704],[0.34350567 0.69394704],[0.85094578 0.19117276],
[0.35094578 0.19117276],[0.85838588 0.68839849],[0.35838588 0.68839849],
[0.86582598 0.18562421],[0.36582598 0.18562421],[0.87326608 0.68284994],
[0.37326608 0.68284994],[0.88070618 0.18007566],[0.38070618 0.18007566],
[0.88814628 0.67730139],[0.38814628 0.67730139],[0.89558638 0.17452711],
[0.39558638 0.17452711],[0.90302648 0.67175284],[0.40302648 0.67175284],
[0.91046658 0.16897856],[0.41046658 0.16897856],[0.91790668 0.66620429],
[0.41790668 0.66620429],[0.92534678 0.16343001],[0.42534678 0.16343001],
[0.93278689 0.66065574],[0.43278689 0.66065574],[0.94022699 0.15788146],
[0.44022699 0.15788146],[0.94766709 0.65510719],[0.44766709 0.65510719],
[0.95510719 0.15233291],[0.45510719 0.15233291],[0.96254729 0.64955864],
[0.46254729 0.64955864],[0.96998739 0.14678436],[0.46998739 0.14678436],
[0.97742749 0.64401009],[0.47742749 0.64401009],[0.98486759 0.14123581],
[0.48486759 0.14123581],[0.99230769 0.63846154],[0.49230769 0.63846154],
[0.99974779 0.13568726],[0.49974779 0.13568726],[0.00718789 0.63291299],
[0.50718789 0.63291299],[0.01462799 0.13013871],[0.51462799 0.13013871],
[0.0220681  0.62736444],[0.5220681  0.62736444],[0.0295082  0.12459016],
[0.5295082  0.12459016],[0.0369483  0.62181589],[0.5369483  0.62181589],
[0.0443884  0.11904161],[0.5443884  0.11904161],[0.0518285  0.61626734],
[0.5518285  0.61626734],[0.0592686  0.11349306],[0.5592686  0.11349306],
[0.0667087  0.61071879],[0.5667087  0.61071879],[0.0741488  0.10794451],
[0.5741488  0.10794451],[0.0815889  0.60517024],[0.5815889  0.60517024],
[0.089029   0.10239596],[0.589029   0.10239596],[0.0964691  0.59962169],
[0.5964691  0.59962169],[0.10390921 0.09684741],[0.60390921 0.09684741],
[0.11134931 0.59407314],[0.61134931 0.59407314],[0.11878941 0.09129887],
[0.61878941 0.09129887],[0.12622951 0.58852459],[0.62622951 0.58852459],
[0.13366961 0.08575032],[0.63366961 0.08575032],[0.14110971 0.58297604],
[0.64110971 0.58297604],[0.14854981 0.08020177],[0.64854981 0.08020177],
[0.15598991 0.57742749],[0.65598991 0.57742749],[0.16343001 0.07465322],
[0.66343001 0.07465322],[0.17087011 0.57187894],[0.67087011 0.57187894],
[0.17831021 0.06910467],[0.67831021 0.06910467],[0.18575032 0.56633039],
[0.68575032 0.56633039],[0.19319042 0.06355612],[0.69319042 0.06355612],
[0.20063052 0.56078184],[0.70063052 0.56078184],[0.20807062 0.05800757],
[0.70807062 0.05800757],[0.21551072 0.55523329],[0.71551072 0.55523329],
[0.22295082 0.05245902],[0.72295082 0.05245902],[0.23039092 0.54968474],
[0.73039092 0.54968474],[0.23783102 0.04691047],[0.73783102 0.04691047],
[0.24527112 0.54413619],[0.74527112 0.54413619],[0.25271122 0.04136192],
[0.75271122 0.04136192],[0.26015132 0.53858764],[0.76015132 0.53858764],
[0.26759142 0.03581337],[0.76759142 0.03581337],[0.27503153 0.53303909],
[0.77503153 0.53303909],[0.28247163 0.03026482],[0.78247163 0.03026482],
[0.28991173 0.52749054],[0.78991173 0.52749054],[0.29735183 0.02471627],
[0.79735183 0.02471627],[0.30479193 0.52194199],[0.80479193 0.52194199],
[0.31223203 0.01916772],[0.81223203 0.01916772],[0.31967213 0.51639344],
[0.81967213 0.51639344],[0.32711223 0.01361917],[0.82711223 0.01361917],
[0.33455233 0.51084489],[0.83455233 0.51084489],[0.34199243 0.00807062],
[0.84199243 0.00807062],[0.34943253 0.50529634],[0.84943253 0.50529634],
[0.35687264 0.00252207],[0.85687264 0.00252207],[0.36431274 0.49974779],
[0.86431274 0.49974779],[0.37175284 0.99697352],[0.87175284 0.99697352],
[0.37919294 0.49419924],[0.87919294 0.49419924],[0.38663304 0.99142497],
[0.88663304 0.99142497],[0.39407314 0.48865069],[0.89407314 0.48865069],
[0.40151324 0.98587642],[0.90151324 0.98587642],[0.40895334 0.48310214],
[0.90895334 0.48310214],[0.41639344 0.98032787],[0.91639344 0.98032787],
[0.42383354 0.47755359],[0.92383354 0.47755359],[0.43127364 0.97477932],
[0.93127364 0.97477932],[0.43871375 0.47200504],[0.93871375 0.47200504],
[0.44615385 0.96923077],[0.94615385 0.96923077],[0.45359395 0.46645649],
[0.95359395 0.46645649],[0.46103405 0.96368222],[0.96103405 0.96368222],
[0.46847415 0.46090794],[0.96847415 0.46090794],[0.47591425 0.95813367],
[0.97591425 0.95813367],[0.48335435 0.45535939],[0.98335435 0.45535939],
[0.49079445 0.95258512],[0.99079445 0.95258512],[0.49823455 0.44981084],
[0.99823455 0.44981084],[0.50567465 0.94703657],[0.00567465 0.94703657],
[0.51311475 0.4442623 ],[0.01311475 0.4442623 ],[0.52055485 0.94148802],
[0.02055485 0.94148802],[0.52799496 0.43871375],[0.02799496 0.43871375],
[0.53543506 0.93593947],[0.03543506 0.93593947],[0.54287516 0.4331652 ],
[0.04287516 0.4331652 ],[0.55031526 0.93039092],[0.05031526 0.93039092],
[0.55775536 0.42761665],[0.05775536 0.42761665],[0.56519546 0.92484237],
[0.06519546 0.92484237],[0.57263556 0.4220681 ],[0.07263556 0.4220681 ],
[0.58007566 0.91929382],[0.08007566 0.91929382],[0.58751576 0.41651955],
[0.08751576 0.41651955],[0.59495586 0.91374527],[0.09495586 0.91374527],
[0.60239596 0.410971  ],[0.10239596 0.410971  ],[0.60983607 0.90819672],
[0.10983607 0.90819672],[0.61727617 0.40542245],[0.11727617 0.40542245],
[0.62471627 0.90264817],[0.12471627 0.90264817],[0.63215637 0.3998739 ],
[0.13215637 0.3998739 ],[0.63959647 0.89709962],[0.13959647 0.89709962],
[0.64703657 0.39432535],[0.14703657 0.39432535],[0.65447667 0.89155107],
[0.15447667 0.89155107],[0.66191677 0.3887768 ],[0.16191677 0.3887768 ],
[0.66935687 0.88600252],[0.16935687 0.88600252],[0.67679697 0.38322825],
[0.17679697 0.38322825],[0.68423707 0.88045397],[0.18423707 0.88045397],
[0.69167718 0.3776797 ],[0.19167718 0.3776797 ],[0.69911728 0.87490542],
[0.19911728 0.87490542],[0.70655738 0.37213115],[0.20655738 0.37213115],
[0.71399748 0.86935687],[0.21399748 0.86935687],[0.72143758 0.3665826 ],
[0.22143758 0.3665826 ],[0.72887768 0.86380832],[0.22887768 0.86380832],
[0.73631778 0.36103405],[0.23631778 0.36103405],[0.74375788 0.85825977],
[0.24375788 0.85825977],[0.75119798 0.3554855 ],[0.25119798 0.3554855 ],
[0.75863808 0.85271122],[0.25863808 0.85271122],[0.76607818 0.34993695],
[0.26607818 0.34993695],[0.77351828 0.84716267],[0.27351828 0.84716267],
[0.78095839 0.3443884 ],[0.28095839 0.3443884 ],[0.78839849 0.84161412],
[0.28839849 0.84161412],[0.79583859 0.33883985],[0.29583859 0.33883985],
[0.80327869 0.83606557],[0.30327869 0.83606557],[0.81071879 0.3332913 ],
[0.31071879 0.3332913 ],[0.81815889 0.83051702],[0.31815889 0.83051702],
[0.82559899 0.32774275],[0.32559899 0.32774275],[0.83303909 0.82496847],
[0.33303909 0.82496847],[0.84047919 0.3221942 ],[0.34047919 0.3221942 ],
[0.84791929 0.81941992],[0.34791929 0.81941992],[0.85535939 0.31664565],
[0.35535939 0.31664565],[0.8627995  0.81387137],[0.3627995  0.81387137],
[0.8702396 0.3110971],[0.3702396 0.3110971],[0.8776797  0.80832282],
[0.3776797  0.80832282],[0.8851198  0.30554855],[0.3851198  0.30554855],
[0.8925599  0.80277427],[0.3925599  0.80277427],[0.9 0.3],
[0.4 0.3],[0.9074401  0.79722573],[0.4074401  0.79722573],
[0.9148802  0.29445145],[0.4148802  0.29445145],[0.9223203  0.79167718],
[0.4223203  0.79167718],[0.9297604 0.2889029],[0.4297604 0.2889029],
[0.9372005  0.78612863],[0.4372005  0.78612863],[0.94464061 0.28335435],
[0.44464061 0.28335435],[0.95208071 0.78058008],[0.45208071 0.78058008],
[0.95952081 0.2778058 ],[0.45952081 0.2778058 ],[0.96696091 0.77503153],
[0.46696091 0.77503153],[0.97440101 0.27225725],[0.47440101 0.27225725],
[0.98184111 0.76948298],[0.48184111 0.76948298],[0.98928121 0.2667087 ],
[0.48928121 0.2667087 ],[0.99672131 0.76393443],[0.49672131 0.76393443],
[0.00416141 0.26116015],[0.50416141 0.26116015],[0.01160151 0.75838588],
[0.51160151 0.75838588],[0.01904161 0.2556116 ],[0.51904161 0.2556116 ],
[0.02648172 0.75283733],[0.52648172 0.75283733],[0.03392182 0.25006305],
[0.53392182 0.25006305],[0.04136192 0.74728878],[0.54136192 0.74728878],
[0.04880202 0.2445145 ],[0.54880202 0.2445145 ],[0.05624212 0.74174023],
[0.55624212 0.74174023],[0.06368222 0.23896595],[0.56368222 0.23896595],
[0.07112232 0.73619168],[0.57112232 0.73619168],[0.07856242 0.2334174 ],
[0.57856242 0.2334174 ],[0.08600252 0.73064313],[0.58600252 0.73064313],
[0.09344262 0.22786885],[0.59344262 0.22786885],[0.10088272 0.72509458],
[0.60088272 0.72509458],[0.10832282 0.2223203 ],[0.60832282 0.2223203 ],
[0.11576293 0.71954603],[0.61576293 0.71954603],[0.12320303 0.21677175],
[0.62320303 0.21677175],[0.13064313 0.71399748],[0.63064313 0.71399748],
[0.13808323 0.2112232 ],[0.63808323 0.2112232 ],[0.14552333 0.70844893],
[0.64552333 0.70844893],[0.15296343 0.20567465],[0.65296343 0.20567465],
[0.16040353 0.70290038],[0.66040353 0.70290038],[0.16784363 0.2001261 ],
[0.66784363 0.2001261 ],[0.17528373 0.69735183],[0.67528373 0.69735183],
[0.18272383 0.19457755],[0.68272383 0.19457755],[0.19016393 0.69180328],
[0.69016393 0.69180328],[0.19760404 0.189029  ],[0.69760404 0.189029  ],
[0.20504414 0.68625473],[0.70504414 0.68625473],[0.21248424 0.18348045],
[0.71248424 0.18348045],[0.21992434 0.68070618],[0.71992434 0.68070618],
[0.22736444 0.1779319 ],[0.72736444 0.1779319 ],[0.23480454 0.67515763],
[0.73480454 0.67515763],[0.24224464 0.17238335],[0.74224464 0.17238335],
[0.24968474 0.66960908],[0.74968474 0.66960908],[0.25712484 0.1668348 ],
[0.75712484 0.1668348 ],[0.26456494 0.66406053],[0.76456494 0.66406053],
[0.27200504 0.16128625],[0.77200504 0.16128625],[0.27944515 0.65851198],
[0.77944515 0.65851198],[0.28688525 0.1557377 ],[0.78688525 0.1557377 ],
[0.29432535 0.65296343],[0.79432535 0.65296343],[0.30176545 0.15018916],
[0.80176545 0.15018916],[0.30920555 0.64741488],[0.80920555 0.64741488],
[0.31664565 0.14464061],[0.81664565 0.14464061],[0.32408575 0.64186633],
[0.82408575 0.64186633],[0.33152585 0.13909206],[0.83152585 0.13909206],
[0.33896595 0.63631778],[0.83896595 0.63631778],[0.34640605 0.13354351],
[0.84640605 0.13354351],[0.35384615 0.63076923],[0.85384615 0.63076923],
[0.36128625 0.12799496],[0.86128625 0.12799496],[0.36872636 0.62522068],
[0.86872636 0.62522068],[0.37616646 0.12244641],[0.87616646 0.12244641],
[0.38360656 0.61967213],[0.88360656 0.61967213],[0.39104666 0.11689786],
[0.89104666 0.11689786],[0.39848676 0.61412358],[0.89848676 0.61412358],
[0.40592686 0.11134931],[0.90592686 0.11134931],[0.41336696 0.60857503],
[0.91336696 0.60857503],[0.42080706 0.10580076],[0.92080706 0.10580076],
[0.42824716 0.60302648],[0.92824716 0.60302648],[0.43568726 0.10025221],
[0.93568726 0.10025221],[0.44312736 0.59747793],[0.94312736 0.59747793],
[0.45056747 0.09470366],[0.95056747 0.09470366],[0.45800757 0.59192938],
[0.95800757 0.59192938],[0.46544767 0.08915511],[0.96544767 0.08915511],
[0.47288777 0.58638083],[0.97288777 0.58638083],[0.48032787 0.08360656],
[0.98032787 0.08360656],[0.48776797 0.58083228],[0.98776797 0.58083228],
[0.49520807 0.07805801],[0.99520807 0.07805801],[0.50264817 0.57528373],
[0.00264817 0.57528373],[0.51008827 0.07250946],[0.01008827 0.07250946],
[0.51752837 0.56973518],[0.01752837 0.56973518],[0.52496847 0.06696091],
[0.02496847 0.06696091],[0.53240858 0.56418663],[0.03240858 0.56418663],
[0.53984868 0.06141236],[0.03984868 0.06141236],[0.54728878 0.55863808],
[0.04728878 0.55863808],[0.55472888 0.05586381],[0.05472888 0.05586381],
[0.56216898 0.55308953],[0.06216898 0.55308953],[0.56960908 0.05031526],
[0.06960908 0.05031526],[0.57704918 0.54754098],[0.07704918 0.54754098],
[0.58448928 0.04476671],[0.08448928 0.04476671],[0.59192938 0.54199243],
[0.09192938 0.54199243],[0.59936948 0.03921816],[0.09936948 0.03921816],
[0.60680958 0.53644388],[0.10680958 0.53644388],[0.61424968 0.03366961],
[0.11424968 0.03366961],[0.62168979 0.53089533],[0.12168979 0.53089533],
[0.62912989 0.02812106],[0.12912989 0.02812106],[0.63656999 0.52534678],
[0.13656999 0.52534678],[0.64401009 0.02257251],[0.14401009 0.02257251],
[0.65145019 0.51979823],[0.15145019 0.51979823],[0.65889029 0.01702396],
[0.15889029 0.01702396],[0.66633039 0.51424968],[0.16633039 0.51424968],
[0.67377049 0.01147541],[0.17377049 0.01147541],[0.68121059 0.50870113],
[0.18121059 0.50870113],[0.68865069 0.00592686],[0.18865069 0.00592686],
[0.69609079 0.50315259],[0.19609079 0.50315259],[7.03530895e-01 3.78310214e-04],
[0.2035309  0.00037831],[0.710971   0.49760404],[0.210971   0.49760404],
[0.7184111  0.99482976],[0.2184111  0.99482976],[0.7258512  0.49205549],
[0.2258512  0.49205549],[0.7332913  0.98928121],[0.2332913  0.98928121],
[0.7407314  0.48650694],[0.2407314  0.48650694],[0.7481715  0.98373266],
[0.2481715  0.98373266],[0.7556116  0.48095839],[0.2556116  0.48095839],
[0.7630517  0.97818411],[0.2630517  0.97818411],[0.7704918  0.47540984],
[0.2704918  0.47540984],[0.7779319  0.97263556],[0.2779319  0.97263556],
[0.78537201 0.46986129],[0.28537201 0.46986129],[0.79281211 0.96708701],
[0.29281211 0.96708701],[0.80025221 0.46431274],[0.30025221 0.46431274],
[0.80769231 0.96153846],[0.30769231 0.96153846],[0.81513241 0.45876419],
[0.31513241 0.45876419],[0.82257251 0.95598991],[0.32257251 0.95598991],
[0.83001261 0.45321564],[0.33001261 0.45321564],[0.83745271 0.95044136],
[0.33745271 0.95044136],[0.84489281 0.44766709],[0.34489281 0.44766709],
[0.85233291 0.94489281],[0.35233291 0.94489281],[0.85977301 0.44211854],
[0.35977301 0.44211854],[0.86721311 0.93934426],[0.36721311 0.93934426],
[0.87465322 0.43656999],[0.37465322 0.43656999],[0.88209332 0.93379571],
[0.38209332 0.93379571],[0.88953342 0.43102144],[0.38953342 0.43102144],
