[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.60920555 0.74741488],[0.10920555 0.74741488],[0.61664565 0.24464061],
[0.11664565 0.24464061],[0.62408575 0.74186633],[0.12408575 0.74186633],
[0.63152585 0.23909206],[0.13152585 0.23909206],[0.63896595 0.73631778],
[0.13896595 0.73631778],[0.64640605 0.23354351],[0.14640605 0.23354351],
[0.65384615 0.73076923],[0.15384615 0.73076923],[0.66128625 0.22799496],
[0.16128625 0.22799496],[0.66872636 0.72522068],[0.16872636 0.72522068],
[0.67616646 0.22244641],[0.17616646 0.22244641],[0.68360656 0.71967213],
[0.18360656 0.71967213],[0.69104666 0.21689786],[0.19104666 0.21689786],
[0.69848676 0.71412358],[0.19848676 0.71412358],[0.70592686 0.21134931],
[0.20592686 0.21134931],[0.71336696 0.70857503],[0.21336696 0.70857503],
[0.72080706 0.20580076],[0.22080706 0.20580076],[0.72824716 0.70302648],
[0.22824716 0.70302648],[0.73568726 0.20025221],[0.23568726 0.20025221],
[0.74312736 0.69747793],[0.24312736 0.69747793],[0.75056747 0.19470366],
[0.25056747 0.19470366],[0.75800757 0.69192938],[0.25800757 0.69192938],
[0.76544767 0.18915511],[0.26544767 0.18915511],[0.77288777 0.68638083],
[0.27288777 0.68638083],[0.78032787 0.18360656],[0.28032787 0.18360656],
[0.78776797 0.68083228],[0.28776797 0.68083228],[0.79520807 0.17805801],
[0.29520807 0.17805801],[0.80264817 0.67528373],[0.30264817 0.67528373],
[0.81008827 0.17250946],[0.31008827 0.17250946],[0.81752837 0.66973518],
[0.31752837 0.66973518],[0.82496847 0.16696091],[0.32496847 0.16696091],
[0.83240858 0.66418663],[0.33240858 0.66418663],[0.83984868 0.16141236],
[0.33984868 0.16141236],[0.84728878 0.65863808],[0.34728878 0.65863808],
[0.85472888 0.15586381],[0.35472888 0.15586381],[0.86216898 0.65308953],
[0.36216898 0.65308953],[0.86960908 0.15031526],[0.36960908 0.15031526],
[0.87704918 0.64754098],[0.37704918 0.64754098],[0.88448928 0.14476671],
[0.38448928 0.14476671],[0.89192938 0.64199243],[0.39192938 0.64199243],
[0.89936948 0.13921816],[0.39936948 0.13921816],[0.90680958 0.63644388],
[0.40680958 0.63644388],[0.91424968 0.13366961],[0.41424968 0.13366961],
[0.92168979 0.63089533],[0.42168979 0.63089533],[0.92912989 0.12812106],
[0.42912989 0.12812106],[0.93656999 0.62534678],[0.43656999 0.62534678],
[0.94401009 0.12257251],[0.44401009 0.12257251],[0.95145019 0.61979823],
[0.45145019 0.61979823],[0.95889029 0.11702396],[0.45889029 0.11702396],
[0.96633039 0.61424968],[0.46633039 0.61424968],[0.97377049 0.11147541],
[0.47377049 0.11147541],[0.98121059 0.60870113],[0.48121059 0.60870113],
[0.98865069 0.10592686],[0.48865069 0.10592686],[0.99609079 0.60315259],
[0.49609079 0.60315259],[0.0035309  0.10037831],[0.5035309  0.10037831],
[0.010971   0.59760404],[0.510971   0.59760404],[0.0184111  0.09482976],
[0.5184111  0.09482976],[0.0258512  0.59205549],[0.5258512  0.59205549],
[0.0332913  0.08928121],[0.5332913  0.08928121],[0.0407314  0.58650694],
[0.5407314  0.58650694],[0.0481715  0.08373266],[0.5481715  0.08373266],
[0.0556116  0.58095839],[0.5556116  0.58095839],[0.0630517  0.07818411],
[0.5630517  0.07818411],[0.0704918  0.57540984],[0.5704918  0.57540984],
[0.0779319  0.07263556],[0.5779319  0.07263556],[0.08537201 0.56986129],
[0.58537201 0.56986129],[0.09281211 0.06708701],[0.59281211 0.06708701],
[0.10025221 0.56431274],[0.60025221 0.56431274],[0.10769231 0.06153846],
[0.60769231 0.06153846],[0.11513241 0.55876419],[0.61513241 0.55876419],
[0.12257251 0.05598991],[0.62257251 0.05598991],[0.13001261 0.55321564],
[0.63001261 0.55321564],[0.13745271 0.05044136],[0.63745271 0.05044136],
[0.14489281 0.54766709],[0.64489281 0.54766709],[0.15233291 0.04489281],
[0.65233291 0.04489281],[0.15977301 0.54211854],[0.65977301 0.54211854],
[0.16721311 0.03934426],[0.66721311 0.03934426],[0.17465322 0.53656999],
[0.67465322 0.53656999],[0.18209332 0.03379571],[0.68209332 0.03379571],
[0.18953342 0.53102144],[0.68953342 0.53102144],[0.19697352 0.02824716],
[0.69697352 0.02824716],[0.20441362 0.52547289],[0.70441362 0.52547289],
[0.21185372 0.02269861],[0.71185372 0.02269861],[0.21929382 0.51992434],
[0.71929382 0.51992434],[0.22673392 0.01715006],[0.72673392 0.01715006],
[0.23417402 0.51437579],[0.73417402 0.51437579],[0.24161412 0.01160151],
[0.74161412 0.01160151],[0.24905422 0.50882724],[0.74905422 0.50882724],
[0.25649433 0.00605296],[0.75649433 0.00605296],[0.26393443 0.50327869],
[0.76393443 0.50327869],[0.27137453 0.00050441],[7.71374527e-01 5.04413619e-04],
[0.27881463 0.49773014],[0.77881463 0.49773014],[0.28625473 0.99495586],
[0.78625473 0.99495586],[0.29369483 0.49218159],[0.79369483 0.49218159],
[0.30113493 0.98940731],[0.80113493 0.98940731],[0.30857503 0.48663304],
[0.80857503 0.48663304],[0.31601513 0.98385876],[0.81601513 0.98385876],
[0.32345523 0.48108449],[0.82345523 0.48108449],[0.33089533 0.97831021],
[0.83089533 0.97831021],[0.33833544 0.47553594],[0.83833544 0.47553594],
[0.34577554 0.97276166],[0.84577554 0.97276166],[0.35321564 0.46998739],
[0.85321564 0.46998739],[0.36065574 0.96721311],[0.86065574 0.96721311],
[0.36809584 0.46443884],[0.86809584 0.46443884],[0.37553594 0.96166456],
[0.87553594 0.96166456],[0.38297604 0.45889029],[0.88297604 0.45889029],
[0.39041614 0.95611602],[0.89041614 0.95611602],[0.39785624 0.45334174],
[0.89785624 0.45334174],[0.40529634 0.95056747],[0.90529634 0.95056747],
[0.41273644 0.44779319],[0.91273644 0.44779319],[0.42017654 0.94501892],
[0.92017654 0.94501892],[0.42761665 0.44224464],[0.92761665 0.44224464],
[0.43505675 0.93947037],[0.93505675 0.93947037],[0.44249685 0.43669609],
[0.94249685 0.43669609],[0.44993695 0.93392182],[0.94993695 0.93392182],
[0.45737705 0.43114754],[0.95737705 0.43114754],[0.46481715 0.92837327],
[0.96481715 0.92837327],[0.47225725 0.42559899],[0.97225725 0.42559899],
[0.47969735 0.92282472],[0.97969735 0.92282472],[0.48713745 0.42005044],
[0.98713745 0.42005044],[0.49457755 0.91727617],[0.99457755 0.91727617],
[0.50201765 0.41450189],[0.00201765 0.41450189],[0.50945776 0.91172762],
[0.00945776 0.91172762],[0.51689786 0.40895334],[0.01689786 0.40895334],
[0.52433796 0.90617907],[0.02433796 0.90617907],[0.53177806 0.40340479],
[0.03177806 0.40340479],[0.53921816 0.90063052],[0.03921816 0.90063052],
[0.54665826 0.39785624],[0.04665826 0.39785624],[0.55409836 0.89508197],
[0.05409836 0.89508197],[0.56153846 0.39230769],[0.06153846 0.39230769],
[0.56897856 0.88953342],[0.06897856 0.88953342],[0.57641866 0.38675914],
[0.07641866 0.38675914],[0.58385876 0.88398487],[0.08385876 0.88398487],
[0.59129887 0.38121059],[0.09129887 0.38121059],[0.59873897 0.87843632],
[0.09873897 0.87843632],[0.60617907 0.37566204],[0.10617907 0.37566204],
[0.61361917 0.87288777],[0.11361917 0.87288777],[0.62105927 0.37011349],
[0.12105927 0.37011349],[0.62849937 0.86733922],[0.12849937 0.86733922],
[0.63593947 0.36456494],[0.13593947 0.36456494],[0.64337957 0.86179067],
[0.14337957 0.86179067],[0.65081967 0.35901639],[0.15081967 0.35901639],
[0.65825977 0.85624212],[0.15825977 0.85624212],[0.66569987 0.35346784],
[0.16569987 0.35346784],[0.67313997 0.85069357],[0.17313997 0.85069357],
[0.68058008 0.34791929],[0.18058008 0.34791929],[0.68802018 0.84514502],
[0.18802018 0.84514502],[0.69546028 0.34237074],[0.19546028 0.34237074],
[0.70290038 0.83959647],[0.20290038 0.83959647],[0.71034048 0.33682219],
[0.21034048 0.33682219],[0.71778058 0.83404792],[0.21778058 0.83404792],
[0.72522068 0.33127364],[0.22522068 0.33127364],[0.73266078 0.82849937],
[0.23266078 0.82849937],[0.74010088 0.32572509],[0.24010088 0.32572509],
[0.74754098 0.82295082],[0.24754098 0.82295082],[0.75498108 0.32017654],
[0.25498108 0.32017654],[0.76242119 0.81740227],[0.26242119 0.81740227],
[0.76986129 0.31462799],[0.26986129 0.31462799],[0.77730139 0.81185372],
[0.27730139 0.81185372],[0.78474149 0.30907945],[0.28474149 0.30907945],
[0.79218159 0.80630517],[0.29218159 0.80630517],[0.79962169 0.3035309 ],
[0.29962169 0.3035309 ],[0.80706179 0.80075662],[0.30706179 0.80075662],
[0.81450189 0.29798235],[0.31450189 0.29798235],[0.82194199 0.79520807],
[0.32194199 0.79520807],[0.82938209 0.2924338 ],[0.32938209 0.2924338 ],
[0.83682219 0.78965952],[0.33682219 0.78965952],[0.8442623  0.28688525],
[0.3442623  0.28688525],[0.8517024  0.78411097],[0.3517024  0.78411097],
[0.8591425 0.2813367],[0.3591425 0.2813367],[0.8665826  0.77856242],
[0.3665826  0.77856242],[0.8740227  0.27578815],[0.3740227  0.27578815],
[0.8814628  0.77301387],[0.3814628  0.77301387],[0.8889029 0.2702396],
[0.3889029 0.2702396],[0.896343   0.76746532],[0.396343   0.76746532],
[0.9037831  0.26469105],[0.4037831  0.26469105],[0.9112232  0.76191677],
[0.4112232  0.76191677],[0.9186633 0.2591425],[0.4186633 0.2591425],
[0.9261034  0.75636822],[0.4261034  0.75636822],[0.93354351 0.25359395],
[0.43354351 0.25359395],[0.94098361 0.75081967],[0.44098361 0.75081967],
[0.94842371 0.2480454 ],[0.44842371 0.2480454 ],[0.95586381 0.74527112],
[0.45586381 0.74527112],[0.96330391 0.24249685],[0.46330391 0.24249685],
[0.97074401 0.73972257],[0.47074401 0.73972257],[0.97818411 0.2369483 ],
[0.47818411 0.2369483 ],[0.98562421 0.73417402],[0.48562421 0.73417402],
[0.99306431 0.23139975],[0.49306431 0.23139975],[5.04413619e-04 7.28625473e-01],
[0.50050441 0.72862547],[0.00794451 0.2258512 ],[0.50794451 0.2258512 ],
[0.01538462 0.72307692],[0.51538462 0.72307692],[0.02282472 0.22030265],
[0.52282472 0.22030265],[0.03026482 0.71752837],[0.53026482 0.71752837],
[0.03770492 0.2147541 ],[0.53770492 0.2147541 ],[0.04514502 0.71197982],
[0.54514502 0.71197982],[0.05258512 0.20920555],[0.55258512 0.20920555],
[0.06002522 0.70643127],[0.56002522 0.70643127],[0.06746532 0.203657  ],
[0.56746532 0.203657  ],[0.07490542 0.70088272],[0.57490542 0.70088272],
[0.08234552 0.19810845],[0.58234552 0.19810845],[0.08978562 0.69533417],
[0.58978562 0.69533417],[0.09722573 0.1925599 ],[0.59722573 0.1925599 ],
[0.10466583 0.68978562],[0.60466583 0.68978562],[0.11210593 0.18701135],
[0.61210593 0.18701135],[0.11954603 0.68423707],[0.61954603 0.68423707],
[0.12698613 0.1814628 ],[0.62698613 0.1814628 ],[0.13442623 0.67868852],
[0.63442623 0.67868852],[0.14186633 0.17591425],[0.64186633 0.17591425],
[0.14930643 0.67313997],[0.64930643 0.67313997],[0.15674653 0.1703657 ],
[0.65674653 0.1703657 ],[0.16418663 0.66759142],[0.66418663 0.66759142],
[0.17162673 0.16481715],[0.67162673 0.16481715],[0.17906683 0.66204288],
[0.67906683 0.66204288],[0.18650694 0.1592686 ],[0.68650694 0.1592686 ],
[0.19394704 0.65649433],[0.69394704 0.65649433],[0.20138714 0.15372005],
[0.70138714 0.15372005],[0.20882724 0.65094578],[0.70882724 0.65094578],
[0.21626734 0.1481715 ],[0.71626734 0.1481715 ],[0.22370744 0.64539723],
[0.72370744 0.64539723],[0.23114754 0.14262295],[0.73114754 0.14262295],
[0.23858764 0.63984868],[0.73858764 0.63984868],[0.24602774 0.1370744 ],
[0.74602774 0.1370744 ],[0.25346784 0.63430013],[0.75346784 0.63430013],
[0.26090794 0.13152585],[0.76090794 0.13152585],[0.26834805 0.62875158],
[0.76834805 0.62875158],[0.27578815 0.1259773 ],[0.77578815 0.1259773 ],
[0.28322825 0.62320303],[0.78322825 0.62320303],[0.29066835 0.12042875],
[0.79066835 0.12042875],[0.29810845 0.61765448],[0.79810845 0.61765448],
[0.30554855 0.1148802 ],[0.80554855 0.1148802 ],[0.31298865 0.61210593],
[0.81298865 0.61210593],[0.32042875 0.10933165],[0.82042875 0.10933165],
[0.32786885 0.60655738],[0.82786885 0.60655738],[0.33530895 0.1037831 ],
[0.83530895 0.1037831 ],[0.34274905 0.60100883],[0.84274905 0.60100883],
[0.35018916 0.09823455],[0.85018916 0.09823455],[0.35762926 0.59546028],
[0.85762926 0.59546028],[0.36506936 0.092686  ],[0.86506936 0.092686  ],
[0.37250946 0.58991173],[0.87250946 0.58991173],[0.37994956 0.08713745],
[0.87994956 0.08713745],[0.38738966 0.58436318],[0.88738966 0.58436318],
[0.39482976 0.0815889 ],[0.89482976 0.0815889 ],[0.40226986 0.57881463],
[0.90226986 0.57881463],[0.40970996 0.07604035],[0.90970996 0.07604035],
[0.41715006 0.57326608],[0.91715006 0.57326608],[0.42459016 0.0704918 ],
[0.92459016 0.0704918 ],[0.43203026 0.56771753],[0.93203026 0.56771753],
[0.43947037 0.06494325],[0.93947037 0.06494325],[0.44691047 0.56216898],
[0.94691047 0.56216898],[0.45435057 0.0593947 ],[0.95435057 0.0593947 ],
[0.46179067 0.55662043],[0.96179067 0.55662043],[0.46923077 0.05384615],
[0.96923077 0.05384615],[0.47667087 0.55107188],[0.97667087 0.55107188],
[0.48411097 0.0482976 ],[0.98411097 0.0482976 ],[0.49155107 0.54552333],
[0.99155107 0.54552333],[0.49899117 0.04274905],[0.99899117 0.04274905],
[0.50643127 0.53997478],[0.00643127 0.53997478],[0.51387137 0.0372005 ],
[0.01387137 0.0372005 ],[0.52131148 0.53442623],[0.02131148 0.53442623],
[0.52875158 0.03165195],[0.02875158 0.03165195],[0.53619168 0.52887768],
[0.03619168 0.52887768],[0.54363178 0.0261034 ],[0.04363178 0.0261034 ],
[0.55107188 0.52332913],[0.05107188 0.52332913],[0.55851198 0.02055485],
[0.05851198 0.02055485],[0.56595208 0.51778058],[0.06595208 0.51778058],
[0.57339218 0.01500631],[0.07339218 0.01500631],[0.58083228 0.51223203],
[0.08083228 0.51223203],[0.58827238 0.00945776],[0.08827238 0.00945776],
[0.59571248 0.50668348],[0.09571248 0.50668348],[0.60315259 0.00390921],
[0.10315259 0.00390921],[0.61059269 0.50113493],[0.11059269 0.50113493],
[0.61803279 0.99836066],[0.11803279 0.99836066],[0.62547289 0.49558638],
[0.12547289 0.49558638],[0.63291299 0.99281211],[0.13291299 0.99281211],
[0.64035309 0.49003783],[0.14035309 0.49003783],[0.64779319 0.98726356],
[0.14779319 0.98726356],[0.65523329 0.48448928],[0.15523329 0.48448928],
[0.66267339 0.98171501],[0.16267339 0.98171501],[0.67011349 0.47894073],
[0.17011349 0.47894073],[0.67755359 0.97616646],[0.17755359 0.97616646],
[0.68499369 0.47339218],[0.18499369 0.47339218],[0.6924338  0.97061791],
[0.1924338  0.97061791],[0.6998739  0.46784363],[0.1998739  0.46784363],
[0.707314   0.96506936],[0.207314   0.96506936],[0.7147541  0.46229508],
[0.2147541  0.46229508],[0.7221942  0.95952081],[0.2221942  0.95952081],
[0.7296343  0.45674653],[0.2296343  0.45674653],[0.7370744  0.95397226],
[0.2370744  0.95397226],[0.7445145  0.45119798],[0.2445145  0.45119798],
[0.7519546  0.94842371],[0.2519546  0.94842371],[0.7593947  0.44564943],
[0.2593947  0.44564943],[0.7668348  0.94287516],[0.2668348  0.94287516],
[0.77427491 0.44010088],[0.27427491 0.44010088],[0.78171501 0.93732661],
[0.28171501 0.93732661],[0.78915511 0.43455233],[0.28915511 0.43455233],
[0.79659521 0.93177806],[0.29659521 0.93177806],[0.80403531 0.42900378],
[0.30403531 0.42900378],[0.81147541 0.92622951],[0.31147541 0.92622951],
[0.81891551 0.42345523],[0.31891551 0.42345523],[0.82635561 0.92068096],
[0.32635561 0.92068096],[0.83379571 0.41790668],[0.33379571 0.41790668],
[0.84123581 0.91513241],[0.34123581 0.91513241],[0.84867591 0.41235813],
[0.34867591 0.41235813],[0.85611602 0.90958386],[0.35611602 0.90958386],
[0.86355612 0.40680958],[0.36355612 0.40680958],[0.87099622 0.90403531],
[0.37099622 0.90403531],[0.87843632 0.40126103],[0.37843632 0.40126103],
[0.88587642 0.89848676],[0.38587642 0.89848676],[0.89331652 0.39571248],
[0.39331652 0.39571248],[0.90075662 0.89293821],[0.40075662 0.89293821],
[0.90819672 0.39016393],[0.40819672 0.39016393],[0.91563682 0.88738966],
[0.41563682 0.88738966],[0.92307692 0.38461538],[0.42307692 0.38461538],
[0.93051702 0.88184111],[0.43051702 0.88184111],[0.93795712 0.37906683],
[0.43795712 0.37906683],[0.94539723 0.87629256],[0.44539723 0.87629256],
[0.95283733 0.37351828],[0.45283733 0.37351828],[0.96027743 0.87074401],
[0.46027743 0.87074401],[0.96771753 0.36796974],[0.46771753 0.36796974],
[0.97515763 0.86519546],[0.47515763 0.86519546],[0.98259773 0.36242119],
[0.48259773 0.36242119],[0.99003783 0.85964691],[0.49003783 0.85964691],
[0.99747793 0.35687264],[0.49747793 0.35687264],[0.00491803 0.85409836],
[0.50491803 0.85409836],[0.01235813 0.35132409],[0.51235813 0.35132409],
[0.01979823 0.84854981],[0.51979823 0.84854981],[0.02723834 0.34577554],
[0.52723834 0.34577554],[0.03467844 0.84300126],[0.53467844 0.84300126],
[0.04211854 0.34022699],[0.54211854 0.34022699],[0.04955864 0.83745271],
[0.54955864 0.83745271],[0.05699874 0.33467844],[0.55699874 0.33467844],
[0.06443884 0.83190416],[0.56443884 0.83190416],[0.07187894 0.32912989],
[0.57187894 0.32912989],[0.07931904 0.82635561],[0.57931904 0.82635561],
[0.08675914 0.32358134],[0.58675914 0.32358134],[0.09419924 0.82080706],
[0.59419924 0.82080706],[0.10163934 0.31803279],[0.60163934 0.31803279],
[0.10907945 0.81525851],[0.60907945 0.81525851],[0.11651955 0.31248424],
[0.61651955 0.31248424],[0.12395965 0.80970996],[0.62395965 0.80970996],
[0.13139975 0.30693569],[0.63139975 0.30693569],[0.13883985 0.80416141],
[0.63883985 0.80416141],[0.14627995 0.30138714],[0.64627995 0.30138714],
[0.15372005 0.79861286],[0.65372005 0.79861286],[0.16116015 0.29583859],
[0.66116015 0.29583859],[0.16860025 0.79306431],[0.66860025 0.79306431],
[0.17604035 0.29029004],[0.67604035 0.29029004],[0.18348045 0.78751576],
[0.68348045 0.78751576],[0.19092055 0.28474149],[0.69092055 0.28474149],
[0.19836066 0.78196721],[0.69836066 0.78196721],[0.20580076 0.27919294],
[0.70580076 0.27919294],[0.21324086 0.77641866],[0.71324086 0.77641866],
[0.22068096 0.27364439],[0.72068096 0.27364439],[0.22812106 0.77087011],
[0.72812106 0.77087011],[0.23556116 0.26809584],[0.73556116 0.26809584],
[0.24300126 0.76532156],[0.74300126 0.76532156],[0.25044136 0.26254729],
[0.75044136 0.26254729],[0.25788146 0.75977301],[0.75788146 0.75977301],
[0.26532156 0.25699874],[0.76532156 0.25699874],[0.27276166 0.75422446],
[0.77276166 0.75422446],[0.28020177 0.25145019],[0.78020177 0.25145019],
[0.28764187 0.74867591],[0.78764187 0.74867591],[0.29508197 0.24590164],
[0.79508197 0.24590164],[0.30252207 0.74312736],[0.80252207 0.74312736],
[0.30996217 0.24035309],[0.80996217 0.24035309],[0.31740227 0.73757881],
[0.81740227 0.73757881],[0.32484237 0.23480454],[0.82484237 0.23480454],
[0.33228247 0.73203026],[0.83228247 0.73203026],[0.33972257 0.22925599],
[0.83972257 0.22925599],[0.34716267 0.72648172],[0.84716267 0.72648172],
[0.35460277 0.22370744],[0.85460277 0.22370744],[0.36204288 0.72093317],
[0.86204288 0.72093317],[0.36948298 0.21815889],[0.86948298 0.21815889],
[0.37692308 0.71538462],[0.87692308 0.71538462],[0.38436318 0.21261034],
[0.88436318 0.21261034],[0.39180328 0.70983607],[0.89180328 0.70983607],
[0.39924338 0.20706179],[0.89924338 0.20706179],[0.40668348 0.70428752],
[0.90668348 0.70428752],[0.41412358 0.20151324],[0.91412358 0.20151324],
[0.42156368 0.69873897],[0.92156368 0.69873897],[0.42900378 0.19596469],
[0.92900378 0.19596469],[0.43644388 0.69319042],[0.93644388 0.69319042],
[0.44388398 0.19041614],[0.94388398 0.19041614],[0.45132409 0.68764187],
[0.95132409 0.68764187],[0.45876419 0.18486759],[0.95876419 0.18486759],
[0.46620429 0.68209332],[0.96620429 0.68209332],[0.47364439 0.17931904],
[0.97364439 0.17931904],[0.48108449 0.67654477],[0.98108449 0.67654477],
[0.48852459 0.17377049],[0.98852459 0.17377049],[0.49596469 0.67099622],
[0.99596469 0.67099622],[0.50340479 0.16822194],[0.00340479 0.16822194],
[0.51084489 0.66544767],[0.01084489 0.66544767],[0.51828499 0.16267339],
[0.01828499 0.16267339],[0.52572509 0.65989912],[0.02572509 0.65989912],
[0.5331652  0.15712484],[0.0331652  0.15712484],[0.5406053  0.65435057],
[0.0406053  0.65435057],[0.5480454  0.15157629],[0.0480454  0.15157629],
[0.5554855  0.64880202],[0.0554855  0.64880202],[0.5629256  0.14602774],
[0.0629256  0.14602774],[0.5703657  0.64325347],[0.0703657  0.64325347],
[0.5778058  0.14047919],[0.0778058  0.14047919],[0.5852459  0.63770492],
[0.0852459  0.63770492],[0.592686   0.13493064],[0.092686   0.13493064],
[0.6001261  0.63215637],[0.1001261  0.63215637],[0.6075662  0.12938209],
[0.1075662  0.12938209],[0.61500631 0.62660782],[0.11500631 0.62660782],
[0.62244641 0.12383354],[0.12244641 0.12383354],[0.62988651 0.62105927],
[0.12988651 0.62105927],[0.63732661 0.11828499],[0.13732661 0.11828499],
